DID,Dist,PID,Dir,Apara,r,slope,cant,LW,RW
1,0,1222,0.0164226,0,9e+10,0,0,1.55,1.55
2,0.806117,1223,0.0273208,0,9e+10,0,0,1.55275,1.55381
3,1.61211,1224,0.0771336,0,9e+10,0,0,1.55623,1.55632
4,2.41651,1225,0.182938,0,9e+10,0,0,1.57204,1.57316
5,3.22072,1226,0.316518,0,9e+10,0,0,1.5946,1.59401
6,4.02468,1227,0.44705,0,9e+10,0,0,1.62218,1.61778
7,4.82851,1228,0.563901,0,9e+10,0,0,1.65274,1.64333
8,5.63277,1229,0.663819,0,9e+10,0,0,1.67953,1.66848
9,6.43712,1230,0.757171,0,9e+10,0,0,1.70383,1.6925
10,7.2416,1231,0.843224,0,9e+10,0,0,1.72597,1.71428
11,8.04689,1232,0.905364,0,9e+10,0,0,1.73862,1.73188
12,8.85295,1233,0.928511,0,9e+10,0,0,1.74242,1.73927
13,0,1254,-1.58054,0,9e+10,0,0,1.75,1.75
14,0.947391,1255,1.56105,0,9e+10,0,0,1.75,1.75
15,1.89478,1256,1.56105,0,9e+10,0,0,1.75,1.75
16,2.84217,1257,1.56105,0,9e+10,0,0,1.75,1.75
17,3.78957,1258,1.56105,0,9e+10,0,0,1.75,1.75
18,4.73696,1259,1.56105,0,9e+10,0,0,1.75,1.75
19,5.68435,1260,1.56105,0,9e+10,0,0,1.75,1.75
20,6.63174,1261,1.56105,0,9e+10,0,0,1.75,1.75
21,7.57913,1262,1.56105,0,9e+10,0,0,1.75,1.75
22,8.52652,1263,1.56105,0,9e+10,0,0,1.75,1.75
23,9.47391,1264,1.56105,0,9e+10,0,0,1.75,1.75
24,10.4213,1265,1.56105,0,9e+10,0,0,1.75,1.75
25,11.3687,1266,1.56105,0,9e+10,0,0,1.75,1.75
26,12.3161,1267,1.56105,0,9e+10,0,0,1.75,1.75
27,13.2635,1268,1.56105,0,9e+10,0,0,1.75,1.75
28,14.2109,1269,1.56105,0,9e+10,0,0,1.75,1.75
29,15.1583,1270,1.56105,0,9e+10,0,0,1.75,1.75
30,16.1057,1271,1.56105,0,9e+10,0,0,1.75,1.75
31,17.053,1272,1.56105,0,9e+10,0,0,1.75,1.75
32,0,1301,-0.00688721,0,9e+10,0,0,1.74998,1.74998
33,0.888213,1302,-0.0276757,0,9e+10,0,0,1.74754,1.74743
34,1.77655,1303,-0.0905233,0,9e+10,0,0,1.74332,1.7433
35,2.66479,1304,-0.166314,0,9e+10,0,0,1.73895,1.73902
36,3.55248,1305,-0.232276,0,9e+10,0,0,1.73801,1.73642
37,4.4402,1306,-0.301318,0,9e+10,0,0,1.73649,1.73293
38,5.32828,1307,-0.374795,0,9e+10,0,0,1.72629,1.73562
39,6.21629,1308,-0.446767,0,9e+10,0,0,1.71816,1.72158
40,7.10418,1309,-0.516224,0,9e+10,0,0,1.71822,1.71249
41,7.99204,1310,-0.588375,0,9e+10,0,0,1.71442,1.70636
42,8.88003,1311,-0.661591,0,9e+10,0,0,1.69997,1.71005
43,9.76768,1312,-0.729048,0,9e+10,0,0,1.68325,1.70095
44,10.6553,1313,-0.797008,0,9e+10,0,0,1.6867,1.68493
45,11.5433,1314,-0.867243,0,9e+10,0,0,1.68612,1.67634
46,12.4315,1315,-0.924097,0,9e+10,0,0,1.67271,1.67578
47,13.3197,1316,-0.964926,0,9e+10,0,0,1.66241,1.66949
48,14.208,1317,-1.00077,0,9e+10,0,0,1.65405,1.65818
