NID,PID
1,1209
2,1210
3,1211
4,1212
5,1213
6,1214
7,1215
8,1216
9,1217
10,1218
11,1219
12,1220
13,1221
14,1234
15,1235
16,1236
17,1237
18,1238
19,1239
20,1240
21,1241
22,1242
23,1243
24,1244
25,1245
26,1246
27,1247
28,1248
29,1249
30,1250
31,1251
32,1252
33,1253
34,1273
35,1274
36,1275
37,1276
38,1277
39,1278
40,1279
41,1280
42,1281
43,1282
44,1283
45,1284
46,1285
47,1286
48,1287
49,1288
50,1289
51,1290
52,1291
53,1292
54,1293
55,1294
56,1295
57,1296
58,1297
59,1298
60,1299
61,1300
62,1328
63,1329
64,1330
65,1331
66,1332
67,1333
68,1334
69,1335
70,1336
71,1337
72,1338
73,1339
74,1340
75,1341
76,1342
77,1343
78,1344
79,1345
80,1346
81,1347
82,1348
83,1349
84,1350
85,1351
86,1352
87,1353
88,1354
89,1355
90,1356
91,1357
92,1358
93,1359
94,1360
95,1361
96,1395
97,1396
98,1397
99,1398
100,1399
101,1400
102,1401
103,1402
104,1403
105,1404
106,1405
107,1406
108,1407
109,1408
110,1409
111,1410
112,1411
113,1412
114,1413
115,1414
116,1415
117,1416
118,1417
119,1418
120,1419
121,1420
122,1421
123,1422
124,1423
125,1424
126,1425
127,1426
128,1427
129,1460
130,1461
131,1462
132,1463
133,1464
134,1465
135,1466
136,1467
137,1468
138,1469
139,1470
140,1471
141,1472
142,1473
143,1474
144,1475
145,1491
146,1492
147,1493
148,1494
149,1495
150,1496
151,1497
152,1498
153,1499
154,1500
155,1501
156,1502
157,1503
158,1504
159,1505
160,1506
161,1522
162,1523
163,1524
164,1525
165,1526
166,1527
167,1528
168,1529
169,1530
170,1531
171,1532
172,1533
173,1534
174,1535
175,1536
176,1537
177,1553
178,1554
179,1555
180,1556
181,1557
182,1558
183,1559
184,1560
185,1561
186,1562
187,1563
188,1564
189,1565
190,1566
191,1567
192,1568
193,1569
194,1570
195,1571
196,1572
197,1573
198,1574
199,1596
200,1597
201,1598
202,1599
203,1600
204,1601
205,1602
206,1603
207,1604
208,1605
209,1606
210,1607
211,1608
212,1609
213,1610
214,1611
215,1627
216,1628
217,1629
218,1630
219,1631
220,1632
221,1633
222,1634
223,1635
224,1636
225,1637
226,1638
227,1639
228,1640
229,1641
230,1642
231,1643
232,1644
233,1645
234,1646
235,1666
236,1667
237,1668
238,1669
239,1670
240,1671
241,1672
242,1673
243,1674
244,1675
245,1676
246,1677
247,1678
248,1679
249,1680
250,1681
251,1682
252,1683
253,1684
254,1685
255,1705
256,1706
257,1707
258,1708
259,1709
260,1710
261,1711
262,1712
263,1713
264,1714
265,1715
266,1716
267,1717
268,1718
269,1719
270,1720
271,1736
272,1737
273,1738
274,1739
275,1740
276,1741
