ID,LID,Width,Color,type,LinkID
1,14814,0.05,W,0,0
2,14815,0.05,W,0,0
3,14816,0.05,W,0,0
4,14817,0.05,W,0,0
5,14818,0.05,W,0,0
6,14819,0.05,W,0,0
7,14820,0.05,W,0,0
8,14821,0.05,W,0,0
9,14822,0.05,W,0,0
10,14823,0.05,W,0,0
11,14824,0.05,W,0,0
12,14825,0.05,W,0,0
13,14826,0.05,W,0,0
14,14827,0.05,W,0,0
15,14828,0.05,W,0,0
16,14829,0.05,W,0,0
17,14830,0.05,W,0,0
18,14831,0.05,W,0,0
19,14832,0.05,W,0,0
20,14833,0.05,W,0,0
21,14834,0.05,W,0,0
22,14835,0.05,W,0,0
23,14836,0.05,W,0,0
24,14837,0.05,W,0,0
25,14838,0.05,W,0,0
26,14839,0.05,W,0,0
27,14840,0.05,W,0,0
28,14841,0.05,W,0,0
29,14842,0.05,W,0,0
30,14843,0.05,W,0,0
31,14844,0.05,W,0,0
32,14845,0.05,W,0,0
33,14846,0.05,W,0,0
34,14847,0.05,W,0,0
35,14848,0.05,W,0,0
36,14849,0.05,W,0,0
37,14850,0.05,W,0,0
38,14851,0.05,W,0,0
39,14852,0.05,W,0,0
40,14853,0.05,W,0,0
41,14854,0.05,W,0,0
42,14855,0.05,W,0,0
43,14856,0.05,W,0,0
44,14857,0.05,W,0,0
45,14858,0.05,W,0,0
46,14859,0.05,W,0,0
47,14860,0.05,W,0,0
48,14861,0.05,W,0,0
49,14862,0.05,W,0,0
50,14863,0.05,W,0,0
51,14864,0.05,W,0,0
52,14865,0.05,W,0,0
53,14866,0.05,W,0,0
54,14867,0.05,W,0,0
55,14868,0.05,W,0,0
56,14869,0.05,W,0,0
57,14870,0.05,W,0,0
58,14871,0.05,W,0,0
59,14872,0.05,W,0,0
60,14873,0.05,W,0,0
61,14874,0.05,W,0,0
62,14875,0.05,W,0,0
63,14876,0.05,W,0,0
64,14877,0.05,W,0,0
65,14878,0.05,W,0,0
66,14879,0.05,W,0,0
67,14880,0.05,W,0,0
68,14881,0.05,W,0,0
69,14882,0.05,W,0,0
70,14883,0.05,W,0,0
71,14884,0.05,W,0,0
72,14885,0.05,W,0,0
73,14886,0.05,W,0,0
74,14887,0.05,W,0,0
75,14888,0.05,W,0,0
76,14889,0.05,W,0,0
77,14890,0.05,W,0,0
78,14891,0.05,W,0,0
79,14892,0.05,W,0,0
80,14893,0.05,W,0,0
81,14894,0.05,W,0,0
82,14895,0.05,W,0,0
83,14896,0.05,W,0,0
84,14897,0.05,W,0,0
85,14898,0.05,W,0,0
86,14899,0.05,W,0,0
87,14900,0.05,W,0,0
88,14901,0.05,W,0,0
89,14902,0.05,W,0,0
90,14903,0.05,W,0,0
91,14904,0.05,W,0,0
92,14905,0.05,W,0,0
93,14906,0.05,W,0,0
94,14907,0.05,W,0,0
95,14908,0.05,W,0,0
96,14909,0.05,W,0,0
97,14910,0.05,W,0,0
98,14911,0.05,W,0,0
99,14912,0.05,W,0,0
100,14913,0.05,W,0,0
101,14914,0.05,W,0,0
102,14915,0.05,W,0,0
103,14916,0.05,W,0,0
104,14917,0.05,W,0,0
105,14918,0.05,W,0,0
106,14919,0.05,W,0,0
107,14920,0.05,W,0,0
108,14921,0.05,W,0,0
109,14922,0.05,W,0,0
110,14923,0.05,W,0,0
111,14924,0.05,W,0,0
112,14925,0.05,W,0,0
113,14926,0.05,W,0,0
114,14927,0.05,W,0,0
115,14928,0.05,W,0,0
116,14929,0.05,W,0,0
117,14930,0.05,W,0,0
118,14931,0.05,W,0,0
119,14932,0.05,W,0,0
120,14933,0.05,W,0,0
121,14934,0.05,W,0,0
122,14935,0.05,W,0,0
123,14936,0.05,W,0,0
124,14937,0.05,W,0,0
125,14938,0.05,W,0,0
126,14939,0.05,W,0,0
127,14940,0.05,W,0,0
128,14941,0.05,W,0,0
129,14942,0.05,W,0,0
130,14943,0.05,W,0,0
131,14944,0.05,W,0,0
132,14945,0.05,W,0,0
133,14946,0.05,W,0,0
134,14947,0.05,W,0,0
135,14948,0.05,W,0,0
136,14949,0.05,W,0,0
137,14950,0.05,W,0,0
138,14951,0.05,W,0,0
139,14952,0.05,W,0,0
140,14953,0.05,W,0,0
141,14954,0.05,W,0,0
142,14955,0.05,W,0,0
143,14956,0.05,W,0,0
144,14957,0.05,W,0,0
145,14958,0.05,W,0,0
146,14959,0.05,W,0,0
147,14960,0.05,W,0,0
148,14961,0.05,W,0,0
149,14962,0.05,W,0,0
150,14963,0.05,W,0,0
151,14964,0.05,W,0,0
152,14965,0.05,W,0,0
153,14966,0.05,W,0,0
154,14967,0.05,W,0,0
155,14968,0.05,W,0,0
156,14969,0.05,W,0,0
157,14970,0.05,W,0,0
158,14971,0.05,W,0,0
159,14972,0.05,W,0,0
160,14973,0.05,W,0,0
161,14974,0.05,W,0,0
162,14975,0.05,W,0,0
163,14976,0.05,W,0,0
164,14977,0.05,W,0,0
165,14978,0.05,W,0,0
166,14979,0.05,W,0,0
167,14980,0.05,W,0,0
168,14981,0.05,W,0,0
169,14982,0.05,W,0,0
170,14983,0.05,W,0,0
171,14984,0.05,W,0,0
172,14985,0.05,W,0,0
173,14986,0.05,W,0,0
174,14987,0.05,W,0,0
175,14988,0.05,W,0,0
176,14989,0.05,W,0,0
177,14990,0.05,W,0,0
178,14991,0.05,W,0,0
179,14992,0.05,W,0,0
180,14993,0.05,W,0,0
181,14994,0.05,W,0,0
182,14995,0.05,W,0,0
183,14996,0.05,W,0,0
184,14997,0.05,W,0,0
185,14998,0.05,W,0,0
186,14999,0.05,W,0,0
187,15000,0.05,W,0,0
188,15001,0.05,W,0,0
189,15002,0.05,W,0,0
190,15003,0.05,W,0,0
191,15004,0.05,W,0,0
192,15005,0.05,W,0,0
193,15006,0.05,W,0,0
194,15007,0.05,W,0,0
195,15008,0.05,W,0,0
196,15009,0.05,W,0,0
197,15010,0.05,W,0,0
198,15011,0.05,W,0,0
199,15012,0.05,W,0,0
200,15013,0.05,W,0,0
201,15014,0.05,W,0,0
202,15015,0.05,W,0,0
203,15016,0.05,W,0,0
204,15017,0.05,W,0,0
205,15018,0.05,W,0,0
206,15019,0.05,W,0,0
207,15020,0.05,W,0,0
208,15021,0.05,W,0,0
209,15022,0.05,W,0,0
210,15023,0.05,W,0,0
211,15024,0.05,W,0,0
212,15025,0.05,W,0,0
213,15026,0.05,W,0,0
214,15027,0.05,W,0,0
215,15028,0.05,W,0,0
216,15029,0.05,W,0,0
217,15030,0.05,W,0,0
218,15031,0.05,W,0,0
219,15032,0.05,W,0,0
220,15033,0.05,W,0,0
221,15034,0.05,W,0,0
222,15035,0.05,W,0,0
223,15036,0.05,W,0,0
224,15037,0.05,W,0,0
225,15038,0.05,W,0,0
226,15039,0.05,W,0,0
227,15040,0.05,W,0,0
228,15041,0.05,W,0,0
229,15042,0.05,W,0,0
230,15043,0.05,W,0,0
231,15044,0.05,W,0,0
232,15045,0.05,W,0,0
233,15046,0.05,W,0,0
234,15047,0.05,W,0,0
235,15048,0.05,W,0,0
236,15049,0.05,W,0,0
237,15050,0.05,W,0,0
238,15051,0.05,W,0,0
239,15052,0.05,W,0,0
240,15053,0.05,W,0,0
241,15054,0.05,W,0,0
242,15055,0.05,W,0,0
243,15056,0.05,W,0,0
244,15057,0.05,W,0,0
245,15058,0.05,W,0,0
246,15059,0.05,W,0,0
247,15060,0.05,W,0,0
248,15061,0.05,W,0,0
249,15062,0.05,W,0,0
250,15063,0.05,W,0,0
251,15064,0.05,W,0,0
252,15065,0.05,W,0,0
253,15066,0.05,W,0,0
254,15067,0.05,W,0,0
255,15068,0.05,W,0,0
256,15069,0.05,W,0,0
257,15070,0.05,W,0,0
258,15071,0.05,W,0,0
259,15072,0.05,W,0,0
260,15073,0.05,W,0,0
261,15074,0.05,W,0,0
262,15075,0.05,W,0,0
263,15076,0.05,W,0,0
264,15077,0.05,W,0,0
265,15078,0.05,W,0,0
266,15079,0.05,W,0,0
267,15080,0.05,W,0,0
268,15081,0.05,W,0,0
269,15082,0.05,W,0,0
270,15083,0.05,W,0,0
271,15084,0.05,W,0,0
272,15085,0.05,W,0,0
273,15086,0.05,W,0,0
274,15087,0.05,W,0,0
275,15088,0.05,W,0,0
276,15089,0.05,W,0,0
277,15090,0.05,W,0,0
278,15091,0.05,W,0,0
279,15092,0.05,W,0,0
280,15093,0.05,W,0,0
