DID,Dist,PID,Dir,Apara,r,slope,cant,LW,RW
1,0,2464,1.57114,0,9e+10,0,0,1.75,1.75
2,0.969918,2465,-1.57046,0,9e+10,0,0,1.75,1.75
3,1.93984,2466,-1.57046,0,9e+10,0,0,1.75,1.75
4,2.90975,2467,-1.57046,0,9e+10,0,0,1.75,1.75
5,3.87967,2468,-1.57046,0,9e+10,0,0,1.75,1.75
6,4.84959,2469,-1.57046,0,9e+10,0,0,1.75,1.75
7,5.81951,2470,-1.57046,0,9e+10,0,0,1.75,1.75
8,6.78943,2471,-1.57046,0,9e+10,0,0,1.75,1.75
9,7.75934,2472,-1.57046,0,9e+10,0,0,1.75,1.75
10,8.72926,2473,-1.57046,0,9e+10,0,0,1.75,1.75
11,9.69918,2474,1.56963,0,9e+10,0,0,1.74999,1.74999
12,10.6691,2475,1.56253,0,9e+10,0,0,1.74984,1.74991
13,11.639,2476,1.5496,0,9e+10,0,0,1.74983,1.74991
14,12.6089,2477,1.53485,0,9e+10,0,0,1.74983,1.74991
15,13.5788,2478,1.52004,0,9e+10,0,0,1.74983,1.74991
16,14.5487,2479,1.50523,0,9e+10,0,0,1.74983,1.7499
17,15.5186,2480,1.49042,0,9e+10,0,0,1.74983,1.7499
18,16.4885,2481,1.47561,0,9e+10,0,0,1.74983,1.7499
19,17.4584,2482,1.4608,0,9e+10,0,0,1.74983,1.7499
20,18.4283,2483,1.44599,0,9e+10,0,0,1.74983,1.7499
21,19.3982,2484,1.43118,0,9e+10,0,0,1.74983,1.74989
22,20.3681,2485,1.41637,0,9e+10,0,0,1.74983,1.74989
23,21.3379,2486,1.40156,0,9e+10,0,0,1.74983,1.74989
24,22.3078,2487,1.38674,0,9e+10,0,0,1.74984,1.74989
25,23.2777,2488,1.37193,0,9e+10,0,0,1.74984,1.74989
26,24.2476,2489,1.35712,0,9e+10,0,0,1.74984,1.74988
27,25.2175,2490,1.34231,0,9e+10,0,0,1.74984,1.74988
28,26.1874,2491,1.3275,0,9e+10,0,0,1.74984,1.74988
29,27.1573,2492,1.31269,0,9e+10,0,0,1.74984,1.74988
30,28.1272,2493,1.29788,0,9e+10,0,0,1.74984,1.74988
31,29.0971,2494,1.28307,0,9e+10,0,0,1.74984,1.74988
32,30.067,2495,1.26826,0,9e+10,0,0,1.74984,1.74987
33,31.0369,2496,1.25345,0,9e+10,0,0,1.74984,1.74987
34,32.0068,2497,1.23864,0,9e+10,0,0,1.74984,1.74987
35,32.9767,2498,1.22383,0,9e+10,0,0,1.74984,1.74987
36,33.9466,2499,1.20902,0,9e+10,0,0,1.74984,1.74987
37,34.9165,2500,1.19421,0,9e+10,0,0,1.74984,1.74986
38,35.8864,2501,1.1794,0,9e+10,0,0,1.74984,1.74986
39,36.8563,2502,1.16459,0,9e+10,0,0,1.74984,1.74986
40,37.8262,2503,1.14978,0,9e+10,0,0,1.74985,1.74986
41,38.7961,2504,1.13497,0,9e+10,0,0,1.74985,1.74986
42,39.766,2505,1.12016,0,9e+10,0,0,1.74985,1.74986
