ID,LID,Width,Color,type,LinkID
1,12212,0.05,W,0,0
2,12213,0.05,W,0,0
3,12214,0.05,W,0,0
4,12215,0.05,W,0,0
5,12216,0.05,W,0,0
6,12217,0.05,W,0,0
7,12218,0.05,W,0,0
8,12219,0.05,W,0,0
9,12220,0.05,W,0,0
10,12221,0.05,W,0,0
11,12222,0.05,W,0,0
12,12223,0.05,W,0,0
13,12224,0.05,W,0,0
14,12225,0.05,W,0,0
15,12226,0.05,W,0,0
16,12227,0.05,W,0,0
17,12228,0.05,W,0,0
18,12229,0.05,W,0,0
19,12230,0.05,W,0,0
20,12231,0.05,W,0,0
21,12232,0.05,W,0,0
22,12233,0.05,W,0,0
23,12234,0.05,W,0,0
24,12235,0.05,W,0,0
25,12236,0.05,W,0,0
26,12237,0.05,W,0,0
27,12238,0.05,W,0,0
28,12239,0.05,W,0,0
29,12240,0.05,W,0,0
30,12241,0.05,W,0,0
31,12242,0.05,W,0,0
32,12243,0.05,W,0,0
33,12244,0.05,W,0,0
34,12245,0.05,W,0,0
35,12246,0.05,W,0,0
36,12247,0.05,W,0,0
37,12248,0.05,W,0,0
38,12249,0.05,W,0,0
39,12250,0.05,W,0,0
40,12251,0.05,W,0,0
41,12252,0.05,W,0,0
42,12253,0.05,W,0,0
43,12254,0.05,W,0,0
44,12255,0.05,W,0,0
45,12256,0.05,W,0,0
46,12257,0.05,W,0,0
47,12258,0.05,W,0,0
48,12259,0.05,W,0,0
49,12260,0.05,W,0,0
50,12261,0.05,W,0,0
51,12262,0.05,W,0,0
52,12263,0.05,W,0,0
53,12264,0.05,W,0,0
54,12265,0.05,W,0,0
55,12266,0.05,W,0,0
56,12267,0.05,W,0,0
57,12268,0.05,W,0,0
58,12269,0.05,W,0,0
59,12270,0.05,W,0,0
60,12271,0.05,W,0,0
61,12272,0.05,W,0,0
62,12273,0.05,W,0,0
63,12274,0.05,W,0,0
64,12275,0.05,W,0,0
65,12276,0.05,W,0,0
66,12277,0.05,W,0,0
67,12278,0.05,W,0,0
68,12279,0.05,W,0,0
69,12280,0.05,W,0,0
70,12281,0.05,W,0,0
71,12282,0.05,W,0,0
72,12283,0.05,W,0,0
73,12284,0.05,W,0,0
74,12285,0.05,W,0,0
75,12286,0.05,W,0,0
76,12287,0.05,W,0,0
