NID,PID
1,1745
2,1746
3,1747
4,1748
5,1749
6,1750
7,1751
8,1752
9,1753
10,1754
11,1755
12,1756
13,1757
14,1758
15,1759
16,1760
17,1761
18,1762
19,1763
20,1764
21,1765
22,1766
23,1767
24,1768
25,1769
26,1770
27,1771
28,1772
29,1773
30,1774
31,1775
32,1806
33,1807
34,1808
35,1809
36,1810
37,1811
38,1812
39,1813
40,1814
41,1815
42,1816
43,1817
44,1818
45,1819
46,1820
47,1821
48,1822
49,1823
50,1824
51,1825
52,1826
53,1827
54,1828
55,1829
56,1830
57,1831
58,1832
59,1833
60,1834
61,1835
62,1836
63,1867
64,1868
65,1869
66,1870
67,1871
68,1872
69,1873
70,1874
71,1875
72,1876
73,1877
74,1878
75,1879
76,1880
77,1881
78,1882
79,1883
80,1884
81,1885
82,1886
83,1887
84,1888
85,1889
86,1890
87,1891
88,1892
89,1893
90,1894
91,1922
92,1923
93,1924
94,1925
95,1926
96,1927
97,1928
98,1929
99,1930
100,1931
101,1932
102,1933
103,1934
104,1935
105,1936
106,1937
107,1938
108,1939
109,1940
110,1941
111,1942
112,1943
113,1944
114,1945
115,1946
116,1947
117,1948
118,1949
119,1950
120,1951
121,1981
122,1982
123,1983
124,1984
125,1985
126,1986
127,1987
128,1988
129,1989
130,1990
131,1991
132,1992
133,1993
134,1994
135,1995
136,1996
137,1997
138,1998
139,1999
140,2000
141,2001
142,2002
143,2003
144,2004
145,2005
146,2006
147,2007
148,2008
149,2009
150,2010
151,2011
152,2042
153,2043
154,2044
155,2045
156,2046
157,2047
158,2048
159,2049
160,2050
161,2051
162,2052
163,2053
164,2054
165,2055
166,2056
167,2057
168,2058
169,2059
170,2060
171,2061
172,2062
173,2063
174,2064
175,2065
176,2066
177,2067
178,2068
179,2069
180,2070
181,2071
182,2072
183,2073
184,2074
185,2075
186,2109
187,2110
188,2111
189,2112
190,2113
191,2114
192,2115
193,2116
194,2117
195,2118
196,2119
197,2120
198,2121
199,2122
200,2123
201,2124
202,2125
203,2126
204,2127
205,2128
206,2129
207,2130
208,2131
209,2132
210,2133
211,2134
212,2135
213,2136
214,2137
215,2138
216,2168
217,2169
218,2170
219,2171
220,2172
221,2173
222,2174
223,2175
224,2176
225,2177
226,2178
227,2179
228,2180
229,2181
230,2182
231,2183
232,2184
233,2185
234,2186
235,2187
236,2188
237,2189
238,2190
239,2191
240,2192
241,2193
242,2194
243,2195
244,2196
245,2197
246,2227
247,2228
248,2229
249,2230
250,2231
251,2232
252,2233
253,2234
254,2235
255,2236
256,2237
257,2238
258,2239
259,2240
260,2241
261,2242
262,2243
263,2260
264,2261
265,2262
266,2263
267,2264
268,2265
269,2266
270,2267
271,2268
272,2269
273,2270
274,2271
275,2272
276,2273
277,2274
278,2275
279,2276
280,2277
281,2278
282,2279
283,2280
284,2281
285,2282
286,2283
287,2284
288,2285
289,2286
290,2287
291,2315
292,2316
293,2317
294,2318
295,2319
296,2320
297,2321
298,2322
299,2323
300,2324
301,2325
302,2326
303,2327
304,2328
305,2329
306,2330
307,2331
308,2332
309,2333
310,2334
311,2335
312,2336
313,2337
314,2338
315,2339
316,2340
317,2341
318,2342
319,2370
320,2371
321,2372
322,2373
323,2374
324,2375
325,2376
326,2377
327,2378
328,2379
329,2380
330,2381
331,2382
332,2383
333,2384
334,2385
335,2386
336,2387
337,2388
338,2389
339,2390
340,2391
341,2392
342,2393
343,2394
344,2395
345,2396
346,2397
347,2425
348,2426
349,2427
350,2428
351,2429
352,2430
353,2431
354,2432
355,2433
356,2434
357,2435
358,2436
359,2437
360,2438
361,2439
362,2440
363,2456
364,2457
365,2458
366,2459
367,2460
368,2461
369,2462
370,2463
371,2464
372,2465
373,2466
374,2467
375,2468
376,2469
377,2470
378,2471
379,2472
380,2489
381,2490
382,2491
383,2492
384,2493
385,2494
386,2495
387,2496
388,2497
389,2498
390,2499
391,2500
392,2501
393,2502
394,2503
395,2504
396,2505
397,2506
398,2507
399,2508
400,2528
401,2529
402,2530
403,2531
404,2532
405,2533
406,2534
407,2535
408,2536
409,2537
410,2538
411,2539
412,2540
413,2541
414,2542
415,2543
416,2544
417,2545
418,2546
419,2547
420,2548
421,2549
422,2550
423,2551
424,2552
425,2553
426,2554
427,2555
428,2556
429,2585
430,2586
431,2587
432,2588
433,2589
434,2590
435,2591
436,2592
437,2593
438,2594
439,2595
440,2596
441,2597
442,2598
443,2599
444,2600
445,2601
446,2602
447,2603
448,2604
449,2605
450,2606
451,2607
452,2608
453,2609
454,2610
455,2611
456,2612
457,2613
458,2614
459,2615
460,2646
461,2647
462,2648
463,2649
464,2650
465,2651
466,2652
467,2653
468,2654
469,2655
470,2656
471,2657
472,2658
473,2659
474,2660
475,2661
476,2677
477,2678
478,2679
479,2680
480,2681
481,2682
482,2683
483,2684
484,2685
485,2686
486,2687
487,2688
488,2689
489,2690
490,2691
491,2692
492,2693
493,2710
494,2711
495,2712
496,2713
497,2714
498,2715
