ID,LID,Width,Color,type,LinkID
1,50541,0.05,W,0,0
2,50542,0.05,W,0,0
3,50543,0.05,W,0,0
4,50544,0.05,W,0,0
5,50545,0.05,W,0,0
6,50546,0.05,W,0,0
7,50547,0.05,W,0,0
8,50548,0.05,W,0,0
9,50549,0.05,W,0,0
10,50550,0.05,W,0,0
11,50551,0.05,W,0,0
12,50552,0.05,W,0,0
13,50553,0.05,W,0,0
14,50554,0.05,W,0,0
15,50555,0.05,W,0,0
16,50556,0.05,W,0,0
17,50557,0.05,W,0,0
18,50558,0.05,W,0,0
19,50559,0.05,W,0,0
20,50560,0.05,W,0,0
21,50561,0.05,W,0,0
22,50562,0.05,W,0,0
23,50563,0.05,W,0,0
24,50564,0.05,W,0,0
25,50565,0.05,W,0,0
26,50566,0.05,W,0,0
27,50567,0.05,W,0,0
28,50568,0.05,W,0,0
29,50569,0.05,W,0,0
30,50570,0.05,W,0,0
31,50571,0.05,W,0,0
32,50572,0.05,W,0,0
33,50573,0.05,W,0,0
34,50574,0.05,W,0,0
35,50575,0.05,W,0,0
36,50576,0.05,W,0,0
37,50577,0.05,W,0,0
38,50578,0.05,W,0,0
39,50579,0.05,W,0,0
40,50580,0.05,W,0,0
41,50581,0.05,W,0,0
42,50582,0.05,W,0,0
43,50583,0.05,W,0,0
44,50584,0.05,W,0,0
45,50585,0.05,W,0,0
46,50586,0.05,W,0,0
47,50587,0.05,W,0,0
48,50588,0.05,W,0,0
49,50589,0.05,W,0,0
50,50590,0.05,W,0,0
51,50591,0.05,W,0,0
52,50592,0.05,W,0,0
53,50593,0.05,W,0,0
54,50594,0.05,W,0,0
55,50595,0.05,W,0,0
56,50596,0.05,W,0,0
57,50597,0.05,W,0,0
58,50598,0.05,W,0,0
59,50599,0.05,W,0,0
60,50600,0.05,W,0,0
61,50601,0.05,W,0,0
62,50602,0.05,W,0,0
63,50603,0.05,W,0,0
64,50604,0.05,W,0,0
65,50605,0.05,W,0,0
66,50606,0.05,W,0,0
67,50607,0.05,W,0,0
68,50608,0.05,W,0,0
69,50609,0.05,W,0,0
70,50610,0.05,W,0,0
71,50611,0.05,W,0,0
72,50612,0.05,W,0,0
73,50613,0.05,W,0,0
74,50614,0.05,W,0,0
75,50615,0.05,W,0,0
76,50616,0.05,W,0,0
77,50617,0.05,W,0,0
78,50618,0.05,W,0,0
79,50619,0.05,W,0,0
80,50620,0.05,W,0,0
81,50621,0.05,W,0,0
82,50622,0.05,W,0,0
83,50623,0.05,W,0,0
84,50624,0.05,W,0,0
85,50625,0.05,W,0,0
86,50626,0.05,W,0,0
87,50627,0.05,W,0,0
88,50628,0.05,W,0,0
89,50629,0.05,W,0,0
90,50630,0.05,W,0,0
91,50631,0.05,W,0,0
92,50632,0.05,W,0,0
93,50633,0.05,W,0,0
94,50634,0.05,W,0,0
95,50635,0.05,W,0,0
96,50636,0.05,W,0,0
97,50637,0.05,W,0,0
98,50638,0.05,W,0,0
99,50639,0.05,W,0,0
100,50640,0.05,W,0,0
101,50641,0.05,W,0,0
102,50642,0.05,W,0,0
103,50643,0.05,W,0,0
104,50644,0.05,W,0,0
105,50645,0.05,W,0,0
106,50646,0.05,W,0,0
107,50647,0.05,W,0,0
