NID,PID
1,361
2,362
3,363
4,364
5,365
6,366
7,367
8,368
9,369
10,370
11,371
12,372
13,373
14,374
15,375
16,376
17,377
18,378
19,379
20,380
21,381
22,382
23,383
24,406
25,407
26,408
27,409
28,410
29,411
30,412
31,413
32,414
33,415
34,416
35,417
36,418
37,419
38,420
39,421
40,422
41,439
42,440
43,441
44,442
45,443
46,444
47,445
48,446
49,447
50,448
51,449
52,450
53,451
54,452
55,453
56,454
57,455
58,456
59,457
60,476
61,477
62,478
63,479
64,480
65,481
66,482
67,483
68,484
69,485
70,486
71,487
72,488
73,489
74,490
75,491
76,492
77,493
78,494
79,513
80,514
81,515
82,516
83,517
84,518
85,519
86,520
87,521
88,522
89,523
90,524
91,525
92,526
93,527
94,528
95,529
96,530
97,531
98,532
99,533
100,534
101,535
102,558
103,559
104,560
105,561
106,562
107,563
108,564
109,565
110,566
111,567
112,568
113,569
114,570
115,571
116,572
117,573
118,589
119,590
120,591
121,592
122,593
123,594
124,595
125,596
126,597
127,598
128,599
129,600
130,601
131,602
132,603
133,604
134,605
135,622
136,623
137,624
138,625
139,626
140,627
141,628
142,629
143,630
144,631
145,632
146,633
147,634
148,635
149,636
150,637
151,638
152,639
153,640
154,659
155,660
156,661
157,662
158,663
159,664
160,665
161,666
162,667
163,668
164,669
165,670
166,671
167,672
168,673
169,674
170,675
171,676
172,694
173,695
174,696
175,697
176,698
177,699
178,700
179,701
180,702
181,703
182,704
183,705
184,706
185,707
186,708
187,709
188,710
189,711
190,712
191,713
192,714
193,715
194,716
195,717
196,741
197,742
198,743
199,744
200,745
201,746
202,747
203,748
204,749
205,750
206,751
207,752
208,753
209,754
210,755
211,756
212,757
213,758
214,759
215,760
216,780
217,781
218,782
219,783
220,784
221,785
222,786
223,787
224,788
225,789
226,790
227,791
228,792
229,793
230,794
231,795
232,796
233,797
234,798
235,799
236,800
237,801
238,802
239,803
240,827
241,828
242,829
243,830
244,831
245,832
246,833
247,834
248,835
249,836
250,837
251,838
252,839
253,840
254,841
255,842
256,843
257,844
258,845
259,846
260,847
261,848
262,849
263,850
264,851
265,852
266,853
267,854
268,855
269,856
270,886
271,887
272,888
273,889
274,890
275,891
276,892
277,893
278,894
279,895
280,896
281,897
282,898
283,899
284,900
285,901
286,902
287,903
288,904
289,905
290,906
291,907
292,908
293,909
294,910
295,911
296,912
297,913
298,914
299,915
300,916
301,917
302,918
303,919
304,920
305,921
306,922
307,923
308,924
309,925
310,926
311,927
312,928
313,929
314,930
315,931
316,932
317,933
318,934
