ID,LID,Width,Color,type,LinkID
1,1579,0.05,W,0,0
2,1580,0.05,W,0,0
3,1581,0.05,W,0,0
4,1582,0.05,W,0,0
5,1583,0.05,W,0,0
6,1584,0.05,W,0,0
7,1585,0.05,W,0,0
8,1586,0.05,W,0,0
9,1587,0.05,W,0,0
10,1588,0.05,W,0,0
11,1589,0.05,W,0,0
12,1590,0.05,W,0,0
13,1591,0.05,W,0,0
14,1592,0.05,W,0,0
15,1593,0.05,W,0,0
16,1594,0.05,W,0,0
17,1595,0.05,W,0,0
18,1596,0.05,W,0,0
19,1597,0.05,W,0,0
20,1598,0.05,W,0,0
21,1599,0.05,W,0,0
22,1600,0.05,W,0,0
23,1601,0.05,W,0,0
24,1602,0.05,W,0,0
25,1603,0.05,W,0,0
26,1604,0.05,W,0,0
27,1605,0.05,W,0,0
28,1606,0.05,W,0,0
29,1607,0.05,W,0,0
30,1608,0.05,W,0,0
31,1609,0.05,W,0,0
32,1610,0.05,W,0,0
33,1611,0.05,W,0,0
34,1612,0.05,W,0,0
35,1613,0.05,W,0,0
36,1614,0.05,W,0,0
37,1615,0.05,W,0,0
38,1616,0.05,W,0,0
39,1617,0.05,W,0,0
40,1618,0.05,W,0,0
41,1619,0.05,W,0,0
42,1620,0.05,W,0,0
43,1621,0.05,W,0,0
44,1622,0.05,W,0,0
45,1623,0.05,W,0,0
46,1624,0.05,W,0,0
47,1625,0.05,W,0,0
48,1626,0.05,W,0,0
49,1627,0.05,W,0,0
50,1628,0.05,W,0,0
51,1629,0.05,W,0,0
52,1630,0.05,W,0,0
53,1631,0.05,W,0,0
54,1632,0.05,W,0,0
55,1633,0.05,W,0,0
56,1634,0.05,W,0,0
57,1635,0.05,W,0,0
58,1636,0.05,W,0,0
59,1637,0.05,W,0,0
60,1638,0.05,W,0,0
61,1639,0.05,W,0,0
62,1640,0.05,W,0,0
63,1641,0.05,W,0,0
64,1642,0.05,W,0,0
65,1643,0.05,W,0,0
66,1644,0.05,W,0,0
67,1645,0.05,W,0,0
68,1646,0.05,W,0,0
69,1647,0.05,W,0,0
70,1648,0.05,W,0,0
71,1649,0.05,W,0,0
72,1650,0.05,W,0,0
73,1651,0.05,W,0,0
74,1652,0.05,W,0,0
75,1653,0.05,W,0,0
76,1654,0.05,W,0,0
77,1655,0.05,W,0,0
78,1656,0.05,W,0,0
79,1657,0.05,W,0,0
80,1658,0.05,W,0,0
81,1659,0.05,W,0,0
82,1660,0.05,W,0,0
83,1661,0.05,W,0,0
84,1662,0.05,W,0,0
85,1663,0.05,W,0,0
86,1664,0.05,W,0,0
87,1665,0.05,W,0,0
88,1666,0.05,W,0,0
89,1667,0.05,W,0,0
90,1668,0.05,W,0,0
91,1669,0.05,W,0,0
92,1670,0.05,W,0,0
93,1671,0.05,W,0,0
94,1672,0.05,W,0,0
95,1673,0.05,W,0,0
96,1674,0.05,W,0,0
97,1675,0.05,W,0,0
98,1676,0.05,W,0,0
99,1677,0.05,W,0,0
100,1678,0.05,W,0,0
101,1679,0.05,W,0,0
102,1680,0.05,W,0,0
103,1681,0.05,W,0,0
104,1682,0.05,W,0,0
105,1683,0.05,W,0,0
106,1684,0.05,W,0,0
107,1685,0.05,W,0,0
108,1686,0.05,W,0,0
109,1687,0.05,W,0,0
110,1688,0.05,W,0,0
111,1689,0.05,W,0,0
112,1690,0.05,W,0,0
113,1691,0.05,W,0,0
114,1692,0.05,W,0,0
115,1693,0.05,W,0,0
116,1694,0.05,W,0,0
117,1695,0.05,W,0,0
118,1696,0.05,W,0,0
119,1697,0.05,W,0,0
120,1698,0.05,W,0,0
121,1699,0.05,W,0,0
122,1700,0.05,W,0,0
123,1701,0.05,W,0,0
124,1702,0.05,W,0,0
125,1703,0.05,W,0,0
126,1704,0.05,W,0,0
127,1705,0.05,W,0,0
128,1706,0.05,W,0,0
129,1707,0.05,W,0,0
130,1708,0.05,W,0,0
131,1709,0.05,W,0,0
132,1710,0.05,W,0,0
133,1711,0.05,W,0,0
134,1712,0.05,W,0,0
135,1713,0.05,W,0,0
136,1714,0.05,W,0,0
137,1715,0.05,W,0,0
138,1716,0.05,W,0,0
139,1717,0.05,W,0,0
140,1718,0.05,W,0,0
141,1719,0.05,W,0,0
142,1720,0.05,W,0,0
143,1721,0.05,W,0,0
144,1722,0.05,W,0,0
145,1723,0.05,W,0,0
146,1724,0.05,W,0,0
147,1725,0.05,W,0,0
148,1726,0.05,W,0,0
149,1727,0.05,W,0,0
150,1728,0.05,W,0,0
151,1729,0.05,W,0,0
152,1730,0.05,W,0,0
153,1731,0.05,W,0,0
154,1732,0.05,W,0,0
155,1733,0.05,W,0,0
156,1734,0.05,W,0,0
157,1735,0.05,W,0,0
158,1736,0.05,W,0,0
159,1737,0.05,W,0,0
160,1738,0.05,W,0,0
161,1739,0.05,W,0,0
162,1740,0.05,W,0,0
163,1741,0.05,W,0,0
164,1742,0.05,W,0,0
165,1743,0.05,W,0,0
166,1744,0.05,W,0,0
167,1745,0.05,W,0,0
168,1746,0.05,W,0,0
169,1747,0.05,W,0,0
170,1748,0.05,W,0,0
171,1749,0.05,W,0,0
172,1750,0.05,W,0,0
173,1751,0.05,W,0,0
174,1752,0.05,W,0,0
175,1753,0.05,W,0,0
176,1754,0.05,W,0,0
177,1755,0.05,W,0,0
178,1756,0.05,W,0,0
179,1757,0.05,W,0,0
180,1758,0.05,W,0,0
181,1759,0.05,W,0,0
182,1760,0.05,W,0,0
183,1761,0.05,W,0,0
184,1762,0.05,W,0,0
185,1763,0.05,W,0,0
186,1764,0.05,W,0,0
187,1765,0.05,W,0,0
188,1766,0.05,W,0,0
189,1767,0.05,W,0,0
190,1768,0.05,W,0,0
191,1769,0.05,W,0,0
192,1770,0.05,W,0,0
193,1771,0.05,W,0,0
194,1772,0.05,W,0,0
195,1773,0.05,W,0,0
196,1774,0.05,W,0,0
197,1775,0.05,W,0,0
198,1776,0.05,W,0,0
199,1777,0.05,W,0,0
200,1778,0.05,W,0,0
201,1779,0.05,W,0,0
202,1780,0.05,W,0,0
203,1781,0.05,W,0,0
204,1782,0.05,W,0,0
205,1783,0.05,W,0,0
206,1784,0.05,W,0,0
207,1785,0.05,W,0,0
208,1786,0.05,W,0,0
209,1787,0.05,W,0,0
210,1788,0.05,W,0,0
211,1789,0.05,W,0,0
212,1790,0.05,W,0,0
213,1791,0.05,W,0,0
214,1792,0.05,W,0,0
215,1793,0.05,W,0,0
216,1794,0.05,W,0,0
217,1795,0.05,W,0,0
218,1796,0.05,W,0,0
219,1797,0.05,W,0,0
220,1798,0.05,W,0,0
221,1799,0.05,W,0,0
222,1800,0.05,W,0,0
223,1801,0.05,W,0,0
224,1802,0.05,W,0,0
225,1803,0.05,W,0,0
226,1804,0.05,W,0,0
227,1805,0.05,W,0,0
228,1806,0.05,W,0,0
229,1807,0.05,W,0,0
230,1808,0.05,W,0,0
231,1809,0.05,W,0,0
232,1810,0.05,W,0,0
233,1811,0.05,W,0,0
234,1812,0.05,W,0,0
235,1813,0.05,W,0,0
236,1814,0.05,W,0,0
237,1815,0.05,W,0,0
238,1816,0.05,W,0,0
239,1817,0.05,W,0,0
240,1818,0.05,W,0,0
241,1819,0.05,W,0,0
242,1820,0.05,W,0,0
243,1821,0.05,W,0,0
244,1822,0.05,W,0,0
245,1823,0.05,W,0,0
246,1824,0.05,W,0,0
247,1825,0.05,W,0,0
248,1826,0.05,W,0,0
249,1827,0.05,W,0,0
250,1828,0.05,W,0,0
251,1829,0.05,W,0,0
252,1830,0.05,W,0,0
253,1831,0.05,W,0,0
254,1832,0.05,W,0,0
255,1833,0.05,W,0,0
256,1834,0.05,W,0,0
257,1835,0.05,W,0,0
258,1836,0.05,W,0,0
259,1837,0.05,W,0,0
260,1838,0.05,W,0,0
261,1839,0.05,W,0,0
262,1840,0.05,W,0,0
263,1841,0.05,W,0,0
264,1842,0.05,W,0,0
265,1843,0.05,W,0,0
266,1844,0.05,W,0,0
267,1845,0.05,W,0,0
268,1846,0.05,W,0,0
269,1847,0.05,W,0,0
270,1848,0.05,W,0,0
271,1849,0.05,W,0,0
272,1850,0.05,W,0,0
273,1851,0.05,W,0,0
274,1852,0.05,W,0,0
275,1853,0.05,W,0,0
276,1854,0.05,W,0,0
277,1855,0.05,W,0,0
278,1856,0.05,W,0,0
279,1857,0.05,W,0,0
280,1858,0.05,W,0,0
281,1859,0.05,W,0,0
282,1860,0.05,W,0,0
283,1861,0.05,W,0,0
