DID,Dist,PID,Dir,Apara,r,slope,cant,LW,RW
1,0,384,-1.57055,0,9e+10,0,0,2,2
2,0.840768,385,1.56226,0,9e+10,0,0,1.99895,1.99943
3,1.68128,386,1.54135,0,9e+10,0,0,1.99129,1.99801
4,2.52182,387,1.46733,0,9e+10,0,0,1.99072,1.98837
5,3.36178,388,1.37106,0,9e+10,0,0,1.98272,1.99025
6,4.20031,389,1.29438,0,9e+10,0,0,1.99258,1.9953
7,5.04096,390,1.18899,0,9e+10,0,0,1.98889,1.9836
8,5.88083,391,1.09223,0,9e+10,0,0,1.98595,1.98866
9,6.71981,392,1.0093,0,9e+10,0,0,1.9958,1.99371
10,7.56023,393,0.906333,0,9e+10,0,0,1.98258,1.9866
11,8.39979,394,0.817166,0,9e+10,0,0,1.99037,1.98845
12,9.23932,395,0.728547,0,9e+10,0,0,1.99911,1.99394
13,10.0796,396,0.635234,0,9e+10,0,0,1.98045,1.9936
14,10.9193,397,0.556832,0,9e+10,0,0,1.99298,1.98866
15,11.759,398,0.467137,0,9e+10,0,0,1.99894,1.99371
16,12.5991,399,0.380937,0,9e+10,0,0,1.97632,1.99836
17,13.4387,400,0.301889,0,9e+10,0,0,1.9938,1.98739
18,14.2784,401,0.204099,0,9e+10,0,0,1.99584,1.99656
19,15.1171,402,0.111542,0,9e+10,0,0,1.96477,2.01108
20,15.9558,403,0.0462948,0,9e+10,0,0,1.99898,1.99914
21,16.7966,404,0.0200805,0,9e+10,0,0,1.99918,1.99929
22,17.6373,405,0.0200805,0,9e+10,0,0,1.99939,1.99943
23,0,423,-0.000207078,0,9e+10,0,0,2,2
24,0.762283,424,0.00456283,0,9e+10,0,0,1.99996,1.99993
25,1.52454,425,0.0337384,0,9e+10,0,0,1.9984,1.99073
26,2.28559,426,0.106449,0,9e+10,0,0,1.99988,1.98655
27,3.04611,427,0.208718,0,9e+10,0,0,1.99973,1.98727
28,3.80669,428,0.316633,0,9e+10,0,0,1.9996,1.98797
29,4.56731,429,0.423704,0,9e+10,0,0,1.99947,1.98867
30,5.32809,430,0.529871,0,9e+10,0,0,1.99966,1.99423
31,6.08927,431,0.628761,0,9e+10,0,0,2.00043,1.97753
32,6.84835,432,0.757529,0,9e+10,0,0,1.99683,1.9714
33,7.60727,433,0.938292,0,9e+10,0,0,1.98579,1.97792
34,8.36662,434,1.13522,0,9e+10,0,0,1.98541,1.97769
35,9.12484,435,1.32666,0,9e+10,0,0,1.99759,1.9688
36,9.88167,436,1.46862,0,9e+10,0,0,2.01704,1.96354
37,10.6426,437,1.54306,0,9e+10,0,0,1.99998,1.99998
38,11.4049,438,1.5679,0,9e+10,0,0,1.99998,1.99998
39,0,458,-0.000225792,0,9e+10,0,0,2,2
40,1,459,-0.000225792,0,9e+10,0,0,2,2
41,2,460,-0.000225792,0,9e+10,0,0,2,2
42,3,461,-0.000225792,0,9e+10,0,0,2,2
43,4,462,-0.000225792,0,9e+10,0,0,2,2
44,5,463,-0.000225792,0,9e+10,0,0,2,2
45,6,464,-0.000225792,0,9e+10,0,0,2,2
46,7,465,-0.000225792,0,9e+10,0,0,2,2
47,8,466,-0.000225792,0,9e+10,0,0,2,2
48,9,467,-0.000225792,0,9e+10,0,0,2,2
49,10,468,-0.000225792,0,9e+10,0,0,2,2
50,11,469,-0.000225792,0,9e+10,0,0,2,2
51,12,470,-0.000225792,0,9e+10,0,0,2,2
52,13,471,-0.000225792,0,9e+10,0,0,2,2
53,14,472,-0.000225792,0,9e+10,0,0,2,2
54,15,473,-0.000225792,0,9e+10,0,0,2,2
55,16,474,-0.000225792,0,9e+10,0,0,2,2
56,17,475,-0.000225792,0,9e+10,0,0,2,2
57,0,495,3.14137,0,9e+10,0,0,2,2
58,1,496,-0.000225792,0,9e+10,0,0,2,2
59,2,497,-0.000225792,0,9e+10,0,0,2,2
60,3,498,-0.000225792,0,9e+10,0,0,2,2
61,4,499,-0.000225792,0,9e+10,0,0,2,2
62,5,500,-0.000225792,0,9e+10,0,0,2,2
63,6,501,-0.000225792,0,9e+10,0,0,2,2
64,7,502,-0.000225792,0,9e+10,0,0,2,2
65,8,503,-0.000225792,0,9e+10,0,0,2,2
66,9,504,-0.000225792,0,9e+10,0,0,2,2
67,10,505,-0.000225792,0,9e+10,0,0,2,2
68,11,506,-0.000225792,0,9e+10,0,0,2,2
69,12,507,-0.000225792,0,9e+10,0,0,2,2
70,13,508,-0.000225792,0,9e+10,0,0,2,2
71,14,509,-0.000225792,0,9e+10,0,0,2,2
72,15,510,-0.000225792,0,9e+10,0,0,2,2
73,16,511,-0.000225792,0,9e+10,0,0,2,2
74,17,512,-0.000225792,0,9e+10,0,0,2,2
75,0,536,1.57011,0,9e+10,0,0,2,2
76,0.834807,537,1.57011,0,9e+10,0,0,2,2
77,1.66961,538,1.56998,0,9e+10,0,0,2,2
78,2.50442,539,1.55974,0,9e+10,0,0,1.99949,1.99996
