ID,LID,Width,Color,type,LinkID
1,2366,0.05,W,0,0
2,2367,0.05,W,0,0
3,2368,0.05,W,0,0
4,2369,0.05,W,0,0
5,2370,0.05,W,0,0
6,2371,0.05,W,0,0
7,2372,0.05,W,0,0
8,2373,0.05,W,0,0
9,2374,0.05,W,0,0
10,2375,0.05,W,0,0
11,2376,0.05,W,0,0
12,2377,0.05,W,0,0
13,2378,0.05,W,0,0
14,2379,0.05,W,0,0
15,2380,0.05,W,0,0
16,2381,0.05,W,0,0
17,2382,0.05,W,0,0
18,2383,0.05,W,0,0
19,2384,0.05,W,0,0
20,2385,0.05,W,0,0
21,2386,0.05,W,0,0
22,2387,0.05,W,0,0
23,2388,0.05,W,0,0
24,2389,0.05,W,0,0
25,2390,0.05,W,0,0
26,2391,0.05,W,0,0
27,2392,0.05,W,0,0
28,2393,0.05,W,0,0
29,2394,0.05,W,0,0
30,2395,0.05,W,0,0
31,2396,0.05,W,0,0
32,2397,0.05,W,0,0
33,2398,0.05,W,0,0
34,2399,0.05,W,0,0
35,2400,0.05,W,0,0
36,2401,0.05,W,0,0
37,2402,0.05,W,0,0
38,2403,0.05,W,0,0
39,2404,0.05,W,0,0
40,2405,0.05,W,0,0
41,2406,0.05,W,0,0
42,2407,0.05,W,0,0
43,2408,0.05,W,0,0
44,2409,0.05,W,0,0
45,2410,0.05,W,0,0
46,2411,0.05,W,0,0
47,2412,0.05,W,0,0
48,2413,0.05,W,0,0
49,2414,0.05,W,0,0
50,2415,0.05,W,0,0
51,2416,0.05,W,0,0
52,2417,0.05,W,0,0
53,2418,0.05,W,0,0
54,2419,0.05,W,0,0
55,2420,0.05,W,0,0
56,2421,0.05,W,0,0
57,2422,0.05,W,0,0
58,2423,0.05,W,0,0
59,2424,0.05,W,0,0
60,2425,0.05,W,0,0
61,2426,0.05,W,0,0
62,2427,0.05,W,0,0
63,2428,0.05,W,0,0
64,2429,0.05,W,0,0
65,2430,0.05,W,0,0
66,2431,0.05,W,0,0
67,2432,0.05,W,0,0
68,2433,0.05,W,0,0
69,2434,0.05,W,0,0
70,2435,0.05,W,0,0
71,2436,0.05,W,0,0
72,2437,0.05,W,0,0
73,2438,0.05,W,0,0
74,2439,0.05,W,0,0
75,2440,0.05,W,0,0
76,2441,0.05,W,0,0
77,2442,0.05,W,0,0
78,2443,0.05,W,0,0
79,2444,0.05,W,0,0
80,2445,0.05,W,0,0
81,2446,0.05,W,0,0
82,2447,0.05,W,0,0
83,2448,0.05,W,0,0
84,2449,0.05,W,0,0
85,2450,0.05,W,0,0
86,2451,0.05,W,0,0
87,2452,0.05,W,0,0
88,2453,0.05,W,0,0
89,2454,0.05,W,0,0
90,2455,0.05,W,0,0
91,2456,0.05,W,0,0
92,2457,0.05,W,0,0
93,2458,0.05,W,0,0
94,2459,0.05,W,0,0
95,2460,0.05,W,0,0
96,2461,0.05,W,0,0
97,2462,0.05,W,0,0
98,2463,0.05,W,0,0
99,2464,0.05,W,0,0
100,2465,0.05,W,0,0
101,2466,0.05,W,0,0
102,2467,0.05,W,0,0
103,2468,0.05,W,0,0
104,2469,0.05,W,0,0
105,2470,0.05,W,0,0
106,2471,0.05,W,0,0
107,2472,0.05,W,0,0
108,2473,0.05,W,0,0
109,2474,0.05,W,0,0
110,2475,0.05,W,0,0
111,2476,0.05,W,0,0
112,2477,0.05,W,0,0
113,2478,0.05,W,0,0
114,2479,0.05,W,0,0
115,2480,0.05,W,0,0
116,2481,0.05,W,0,0
117,2482,0.05,W,0,0
118,2483,0.05,W,0,0
119,2484,0.05,W,0,0
120,2485,0.05,W,0,0
121,2486,0.05,W,0,0
122,2487,0.05,W,0,0
123,2488,0.05,W,0,0
124,2489,0.05,W,0,0
125,2490,0.05,W,0,0
126,2491,0.05,W,0,0
127,2492,0.05,W,0,0
128,2493,0.05,W,0,0
129,2494,0.05,W,0,0
130,2495,0.05,W,0,0
131,2496,0.05,W,0,0
132,2497,0.05,W,0,0
133,2498,0.05,W,0,0
134,2499,0.05,W,0,0
135,2500,0.05,W,0,0
136,2501,0.05,W,0,0
137,2502,0.05,W,0,0
138,2503,0.05,W,0,0
139,2504,0.05,W,0,0
140,2505,0.05,W,0,0
141,2506,0.05,W,0,0
142,2507,0.05,W,0,0
143,2508,0.05,W,0,0
144,2509,0.05,W,0,0
145,2510,0.05,W,0,0
146,2511,0.05,W,0,0
147,2512,0.05,W,0,0
148,2513,0.05,W,0,0
149,2514,0.05,W,0,0
150,2515,0.05,W,0,0
151,2516,0.05,W,0,0
152,2517,0.05,W,0,0
153,2518,0.05,W,0,0
154,2519,0.05,W,0,0
155,2520,0.05,W,0,0
156,2521,0.05,W,0,0
157,2522,0.05,W,0,0
158,2523,0.05,W,0,0
159,2524,0.05,W,0,0
160,2525,0.05,W,0,0
161,2526,0.05,W,0,0
162,2527,0.05,W,0,0
163,2528,0.05,W,0,0
164,2529,0.05,W,0,0
165,2530,0.05,W,0,0
166,2531,0.05,W,0,0
167,2532,0.05,W,0,0
168,2533,0.05,W,0,0
169,2534,0.05,W,0,0
170,2535,0.05,W,0,0
171,2536,0.05,W,0,0
172,2537,0.05,W,0,0
173,2538,0.05,W,0,0
174,2539,0.05,W,0,0
175,2540,0.05,W,0,0
176,2541,0.05,W,0,0
177,2542,0.05,W,0,0
178,2543,0.05,W,0,0
179,2544,0.05,W,0,0
180,2545,0.05,W,0,0
181,2546,0.05,W,0,0
182,2547,0.05,W,0,0
183,2548,0.05,W,0,0
184,2549,0.05,W,0,0
185,2550,0.05,W,0,0
186,2551,0.05,W,0,0
187,2552,0.05,W,0,0
188,2553,0.05,W,0,0
189,2554,0.05,W,0,0
190,2555,0.05,W,0,0
191,2556,0.05,W,0,0
192,2557,0.05,W,0,0
193,2558,0.05,W,0,0
194,2559,0.05,W,0,0
195,2560,0.05,W,0,0
196,2561,0.05,W,0,0
197,2562,0.05,W,0,0
198,2563,0.05,W,0,0
199,2564,0.05,W,0,0
200,2565,0.05,W,0,0
201,2566,0.05,W,0,0
202,2567,0.05,W,0,0
203,2568,0.05,W,0,0
204,2569,0.05,W,0,0
205,2570,0.05,W,0,0
206,2571,0.05,W,0,0
207,2572,0.05,W,0,0
208,2573,0.05,W,0,0
209,2574,0.05,W,0,0
210,2575,0.05,W,0,0
211,2576,0.05,W,0,0
212,2577,0.05,W,0,0
213,2578,0.05,W,0,0
214,2579,0.05,W,0,0
215,2580,0.05,W,0,0
216,2581,0.05,W,0,0
217,2582,0.05,W,0,0
218,2583,0.05,W,0,0
219,2584,0.05,W,0,0
220,2585,0.05,W,0,0
221,2586,0.05,W,0,0
222,2587,0.05,W,0,0
223,2588,0.05,W,0,0
224,2589,0.05,W,0,0
225,2590,0.05,W,0,0
226,2591,0.05,W,0,0
227,2592,0.05,W,0,0
228,2593,0.05,W,0,0
229,2594,0.05,W,0,0
230,2595,0.05,W,0,0
231,2596,0.05,W,0,0
232,2597,0.05,W,0,0
233,2598,0.05,W,0,0
234,2599,0.05,W,0,0
235,2600,0.05,W,0,0
236,2601,0.05,W,0,0
237,2602,0.05,W,0,0
238,2603,0.05,W,0,0
239,2604,0.05,W,0,0
240,2605,0.05,W,0,0
241,2606,0.05,W,0,0
242,2607,0.05,W,0,0
243,2608,0.05,W,0,0
244,2609,0.05,W,0,0
245,2610,0.05,W,0,0
246,2611,0.05,W,0,0
247,2612,0.05,W,0,0
248,2613,0.05,W,0,0
249,2614,0.05,W,0,0
250,2615,0.05,W,0,0
251,2616,0.05,W,0,0
252,2617,0.05,W,0,0
253,2618,0.05,W,0,0
254,2619,0.05,W,0,0
255,2620,0.05,W,0,0
256,2621,0.05,W,0,0
257,2622,0.05,W,0,0
258,2623,0.05,W,0,0
259,2624,0.05,W,0,0
260,2625,0.05,W,0,0
261,2626,0.05,W,0,0
262,2627,0.05,W,0,0
263,2628,0.05,W,0,0
264,2629,0.05,W,0,0
265,2630,0.05,W,0,0
266,2631,0.05,W,0,0
267,2632,0.05,W,0,0
268,2633,0.05,W,0,0
269,2634,0.05,W,0,0
270,2635,0.05,W,0,0
271,2636,0.05,W,0,0
272,2637,0.05,W,0,0
273,2638,0.05,W,0,0
274,2639,0.05,W,0,0
275,2640,0.05,W,0,0
276,2641,0.05,W,0,0
277,2642,0.05,W,0,0
278,2643,0.05,W,0,0
279,2644,0.05,W,0,0
280,2645,0.05,W,0,0
281,2646,0.05,W,0,0
282,2647,0.05,W,0,0
283,2648,0.05,W,0,0
284,2649,0.05,W,0,0
285,2650,0.05,W,0,0
286,2651,0.05,W,0,0
287,2652,0.05,W,0,0
288,2653,0.05,W,0,0
289,2654,0.05,W,0,0
290,2655,0.05,W,0,0
291,2656,0.05,W,0,0
292,2657,0.05,W,0,0
293,2658,0.05,W,0,0
294,2659,0.05,W,0,0
295,2660,0.05,W,0,0
296,2661,0.05,W,0,0
297,2662,0.05,W,0,0
298,2663,0.05,W,0,0
299,2664,0.05,W,0,0
300,2665,0.05,W,0,0
301,2666,0.05,W,0,0
302,2667,0.05,W,0,0
303,2668,0.05,W,0,0
304,2669,0.05,W,0,0
305,2670,0.05,W,0,0
306,2671,0.05,W,0,0
307,2672,0.05,W,0,0
308,2673,0.05,W,0,0
309,2674,0.05,W,0,0
310,2675,0.05,W,0,0
311,2676,0.05,W,0,0
312,2677,0.05,W,0,0
313,2678,0.05,W,0,0
314,2679,0.05,W,0,0
315,2680,0.05,W,0,0
316,2681,0.05,W,0,0
317,2682,0.05,W,0,0
318,2683,0.05,W,0,0
319,2684,0.05,W,0,0
320,2685,0.05,W,0,0
321,2686,0.05,W,0,0
322,2687,0.05,W,0,0
323,2688,0.05,W,0,0
324,2689,0.05,W,0,0
325,2690,0.05,W,0,0
326,2691,0.05,W,0,0
327,2692,0.05,W,0,0
328,2693,0.05,W,0,0
329,2694,0.05,W,0,0
330,2695,0.05,W,0,0
331,2696,0.05,W,0,0
332,2697,0.05,W,0,0
333,2698,0.05,W,0,0
334,2699,0.05,W,0,0
335,2700,0.05,W,0,0
336,2701,0.05,W,0,0
337,2702,0.05,W,0,0
338,2703,0.05,W,0,0
339,2704,0.05,W,0,0
340,2705,0.05,W,0,0
341,2706,0.05,W,0,0
342,2707,0.05,W,0,0
343,2708,0.05,W,0,0
344,2709,0.05,W,0,0
345,2710,0.05,W,0,0
346,2711,0.05,W,0,0
347,2712,0.05,W,0,0
348,2713,0.05,W,0,0
349,2714,0.05,W,0,0
350,2715,0.05,W,0,0
351,2716,0.05,W,0,0
352,2717,0.05,W,0,0
353,2718,0.05,W,0,0
354,2719,0.05,W,0,0
355,2720,0.05,W,0,0
356,2721,0.05,W,0,0
357,2722,0.05,W,0,0
358,2723,0.05,W,0,0
359,2724,0.05,W,0,0
360,2725,0.05,W,0,0
361,2726,0.05,W,0,0
362,2727,0.05,W,0,0
363,2728,0.05,W,0,0
364,2729,0.05,W,0,0
365,2730,0.05,W,0,0
366,2731,0.05,W,0,0
367,2732,0.05,W,0,0
368,2733,0.05,W,0,0
369,2734,0.05,W,0,0
370,2735,0.05,W,0,0
371,2736,0.05,W,0,0
372,2737,0.05,W,0,0
373,2738,0.05,W,0,0
374,2739,0.05,W,0,0
375,2740,0.05,W,0,0
376,2741,0.05,W,0,0
377,2742,0.05,W,0,0
378,2743,0.05,W,0,0
379,2744,0.05,W,0,0
380,2745,0.05,W,0,0
381,2746,0.05,W,0,0
382,2747,0.05,W,0,0
383,2748,0.05,W,0,0
384,2749,0.05,W,0,0
385,2750,0.05,W,0,0
386,2751,0.05,W,0,0
387,2752,0.05,W,0,0
