DID,Dist,PID,Dir,Apara,r,slope,cant,LW,RW
1,0,422,1.57067,0,9e+10,0,0,2,2
2,0.844487,423,1.57067,0,9e+10,0,0,2,2
3,1.68897,424,1.56746,0,9e+10,0,0,1.99996,1.99998
4,2.53344,425,1.54789,0,9e+10,0,0,1.99344,1.9986
5,3.37694,426,1.50073,0,9e+10,0,0,1.99308,1.99978
6,4.221,427,1.42458,0,9e+10,0,0,1.98415,1.9975
7,5.06449,428,1.34438,0,9e+10,0,0,1.98781,1.99474
8,5.90735,429,1.27499,0,9e+10,0,0,1.9934,1.99784
9,6.75151,430,1.18824,0,9e+10,0,0,1.9937,1.9939
10,7.59559,431,1.10212,0,9e+10,0,0,1.98813,1.9928
11,8.43858,432,1.03688,0,9e+10,0,0,1.99373,1.9959
12,9.28267,433,0.951997,0,9e+10,0,0,1.99923,1.99492
13,10.1271,434,0.86126,0,9e+10,0,0,1.98728,1.98993
14,10.9702,435,0.790595,0,9e+10,0,0,1.99276,1.99239
15,11.8139,436,0.704459,0,9e+10,0,0,1.99738,1.99915
16,12.6582,437,0.608539,0,9e+10,0,0,1.98695,1.98612
17,13.5014,438,0.52522,0,9e+10,0,0,1.99462,1.98995
18,14.3449,439,0.438026,0,9e+10,0,0,1.99036,2.00568
19,15.1882,440,0.353544,0,9e+10,0,0,1.97837,1.99425
20,16.0314,441,0.263667,0,9e+10,0,0,1.99654,1.98756
21,16.8747,442,0.170628,0,9e+10,0,0,1.9827,2.01417
22,17.7169,443,0.096603,0,9e+10,0,0,1.97333,2.00659
23,18.56,444,0.0346343,0,9e+10,0,0,1.99985,1.99988
24,19.4045,445,0.006164,0,9e+10,0,0,1.99988,1.9999
25,20.249,446,0.006164,0,9e+10,0,0,1.99991,1.99993
26,21.0935,447,0.006164,0,9e+10,0,0,1.99994,1.99995
27,0,472,3.14144,0,9e+10,0,0,2,2
28,0.956522,473,-0.000152016,0,9e+10,0,0,2,2
29,1.91304,474,-0.000152016,0,9e+10,0,0,2,2
30,2.86957,475,-0.000152016,0,9e+10,0,0,2,2
31,3.82609,476,-0.000152016,0,9e+10,0,0,2,2
32,4.78261,477,-0.000152016,0,9e+10,0,0,2,2
33,5.73913,478,-0.000152016,0,9e+10,0,0,2,2
34,6.69565,479,-0.000152016,0,9e+10,0,0,2,2
35,7.65217,480,-0.000152016,0,9e+10,0,0,2,2
36,8.6087,481,-0.000152016,0,9e+10,0,0,2,2
37,9.56522,482,-0.000152016,0,9e+10,0,0,2,2
38,10.5217,483,-0.000152016,0,9e+10,0,0,2,2
39,11.4783,484,-0.000152016,0,9e+10,0,0,2,2
40,12.4348,485,-0.000152016,0,9e+10,0,0,2,2
41,13.3913,486,-0.000152016,0,9e+10,0,0,2,2
42,14.3478,487,-0.000152016,0,9e+10,0,0,2,2
43,15.3043,488,-0.000152016,0,9e+10,0,0,2,2
44,16.2609,489,-0.000152016,0,9e+10,0,0,2,2
45,17.2174,490,-0.000152016,0,9e+10,0,0,2,2
46,18.1739,491,-0.000152016,0,9e+10,0,0,2,2
47,19.1304,492,-0.000152016,0,9e+10,0,0,2,2
48,20.087,493,-0.000152016,0,9e+10,0,0,2,2
49,21.0435,494,-0.000152016,0,9e+10,0,0,2,2
50,0,519,-0.000152016,0,9e+10,0,0,2,2
51,0.956522,520,-0.000152016,0,9e+10,0,0,2,2
52,1.91304,521,-0.000152016,0,9e+10,0,0,2,2
53,2.86957,522,-0.000152016,0,9e+10,0,0,2,2
54,3.82609,523,-0.000152016,0,9e+10,0,0,2,2
55,4.78261,524,-0.000152016,0,9e+10,0,0,2,2
56,5.73913,525,-0.000152016,0,9e+10,0,0,2,2
57,6.69565,526,-0.000152016,0,9e+10,0,0,2,2
58,7.65217,527,-0.000152016,0,9e+10,0,0,2,2
59,8.6087,528,-0.000152016,0,9e+10,0,0,2,2
60,9.56522,529,-0.000152016,0,9e+10,0,0,2,2
61,10.5217,530,-0.000152016,0,9e+10,0,0,2,2
62,11.4783,531,-0.000152016,0,9e+10,0,0,2,2
63,12.4348,532,-0.000152016,0,9e+10,0,0,2,2
64,13.3913,533,-0.000152016,0,9e+10,0,0,2,2
65,14.3478,534,-0.000152016,0,9e+10,0,0,2,2
66,15.3043,535,-0.000152016,0,9e+10,0,0,2,2
67,16.2609,536,-0.000152016,0,9e+10,0,0,2,2
68,17.2174,537,-0.000152016,0,9e+10,0,0,2,2
69,18.1739,538,-0.000152016,0,9e+10,0,0,2,2
70,19.1304,539,-0.000152016,0,9e+10,0,0,2,2
71,20.087,540,-0.000152016,0,9e+10,0,0,2,2
72,21.0435,541,-0.000152016,0,9e+10,0,0,2,2
73,0,567,-3.14099,0,9e+10,0,0,2,2
74,0.962083,568,0.00060402,0,9e+10,0,0,2,2
75,1.92417,569,0.00060402,0,9e+10,0,0,2,2
76,2.88625,570,0.00060402,0,9e+10,0,0,2,2
77,3.84833,571,0.00060402,0,9e+10,0,0,2,2
78,4.81042,572,0.00060402,0,9e+10,0,0,2,2
79,5.7725,573,0.00060402,0,9e+10,0,0,2,2
80,6.73458,574,0.00060402,0,9e+10,0,0,2,2
81,7.69667,575,0.00060402,0,9e+10,0,0,2,2
82,8.65875,576,0.00060402,0,9e+10,0,0,2,2
83,9.62083,577,0.00060402,0,9e+10,0,0,2,2
84,10.5829,578,0.00060402,0,9e+10,0,0,2,2
85,11.545,579,0.00060402,0,9e+10,0,0,2,2
86,12.5071,580,0.00060402,0,9e+10,0,0,2,2
87,13.4692,581,0.00060402,0,9e+10,0,0,2,2
88,14.4313,582,0.00060402,0,9e+10,0,0,2,2
89,15.3933,583,0.00060402,0,9e+10,0,0,2,2
90,16.3554,584,0.00060402,0,9e+10,0,0,2,2
91,17.3175,585,0.00060402,0,9e+10,0,0,2,2
92,18.2796,586,0.00060402,0,9e+10,0,0,2,2
93,19.2417,587,0.00060402,0,9e+10,0,0,2,2
94,20.2038,588,0.00060402,0,9e+10,0,0,2,2
95,21.1658,589,0.00060402,0,9e+10,0,0,2,2
96,22.1279,590,0.00060402,0,9e+10,0,0,2,2
97,0,616,0.00060402,0,9e+10,0,0,2,2
98,0.962083,617,0.00060402,0,9e+10,0,0,2,2
99,1.92417,618,0.00060402,0,9e+10,0,0,2,2
100,2.88625,619,0.00060402,0,9e+10,0,0,2,2
101,3.84833,620,0.00060402,0,9e+10,0,0,2,2
102,4.81042,621,0.00060402,0,9e+10,0,0,2,2
103,5.7725,622,0.00060402,0,9e+10,0,0,2,2
104,6.73458,623,0.00060402,0,9e+10,0,0,2,2
105,7.69667,624,0.00060402,0,9e+10,0,0,2,2
106,8.65875,625,0.00060402,0,9e+10,0,0,2,2
107,9.62083,626,0.00060402,0,9e+10,0,0,2,2
108,10.5829,627,0.00060402,0,9e+10,0,0,2,2
109,11.545,628,0.00060402,0,9e+10,0,0,2,2
110,12.5071,629,0.00060402,0,9e+10,0,0,2,2
111,13.4692,630,0.00060402,0,9e+10,0,0,2,2
112,14.4313,631,0.00060402,0,9e+10,0,0,2,2
113,15.3933,632,0.00060402,0,9e+10,0,0,2,2
114,16.3554,633,0.00060402,0,9e+10,0,0,2,2
115,17.3175,634,0.00060402,0,9e+10,0,0,2,2
116,18.2796,635,0.00060402,0,9e+10,0,0,2,2
117,19.2417,636,0.00060402,0,9e+10,0,0,2,2
118,20.2038,637,0.00060402,0,9e+10,0,0,2,2
119,21.1658,638,0.00060402,0,9e+10,0,0,2,2
120,22.1279,639,0.00060402,0,9e+10,0,0,2,2
121,0,666,1.57124,0,9e+10,0,0,2,2
122,0.862769,667,-1.57035,0,9e+10,0,0,2,2
123,1.72554,668,1.56826,0,9e+10,0,0,1.99997,1.99999
124,2.58829,669,1.5454,0,9e+10,0,0,1.99276,1.99829
125,3.44997,670,1.49469,0,9e+10,0,0,1.99125,1.99905
126,4.31189,671,1.41737,0,9e+10,0,0,1.98569,2.00242
127,5.17381,672,1.32974,0,9e+10,0,0,1.98522,1.99325
128,6.03477,673,1.25473,0,9e+10,0,0,1.99125,1.99645
129,6.89665,674,1.1683,0,9e+10,0,0,1.99727,1.99966
130,7.75935,675,1.07394,0,9e+10,0,0,1.98522,1.99066
131,8.62069,676,0.998177,0,9e+10,0,0,1.99124,1.99386
132,9.48227,677,0.91918,0,9e+10,0,0,1.99735,1.99715
133,10.345,678,0.825319,0,9e+10,0,0,1.98849,1.98838
134,11.2069,679,0.743637,0,9e+10,0,0,1.99229,1.99237
135,12.0685,680,0.670571,0,9e+10,0,0,1.99736,1.99531
136,12.9309,681,0.587294,0,9e+10,0,0,1.9897,1.99719
137,13.7931,682,0.505984,0,9e+10,0,0,1.99175,1.99028
138,14.6548,683,0.430257,0,9e+10,0,0,1.9966,1.99306
139,15.5168,684,0.350214,0,9e+10,0,0,1.99292,2.00437
140,16.3788,685,0.270592,0,9e+10,0,0,1.98413,1.99492
141,17.2406,686,0.193071,0,9e+10,0,0,1.99585,1.99082
142,18.1024,687,0.112981,0,9e+10,0,0,1.99598,2.00138
143,18.9645,688,0.0479121,0,9e+10,0,0,1.98508,2.00466
144,19.8268,689,0.0122438,0,9e+10,0,0,2,2
145,20.6896,690,0.00196779,0,9e+10,0,0,2,2
146,0,711,-3.14099,0,9e+10,0,0,2,2
147,0.800664,712,0.000633715,0,9e+10,0,0,2,2
148,1.60133,713,0.00698779,0,9e+10,0,0,1.99996,1.99986
149,2.40194,714,0.039457,0,9e+10,0,0,2.00068,1.98691
150,3.20071,715,0.119719,0,9e+10,0,0,2.00634,1.97712
151,3.99825,716,0.243438,0,9e+10,0,0,1.99866,1.98235
152,4.79667,717,0.379874,0,9e+10,0,0,1.99541,1.98314
153,5.59542,718,0.51354,0,9e+10,0,0,1.99216,1.9844
154,6.39457,719,0.651184,0,9e+10,0,0,1.98891,1.98702
155,7.19376,720,0.786412,0,9e+10,0,0,1.99258,1.98525
156,7.9931,721,0.904814,0,9e+10,0,0,1.99719,1.98636
157,8.79255,722,1.00994,0,9e+10,0,0,1.9988,1.98501
158,9.59187,723,1.11215,0,9e+10,0,0,2.00035,1.98354
159,10.391,724,1.21429,0,9e+10,0,0,2.0019,1.98209
160,11.1901,725,1.31719,0,9e+10,0,0,2.00345,1.98065
161,11.9888,726,1.41845,0,9e+10,0,0,2.00622,1.978
162,12.7876,727,1.50362,0,9e+10,0,0,2.00867,1.98029
163,13.5877,728,1.5541,0,9e+10,0,0,1.99999,1.99999
164,14.3884,729,1.56887,0,9e+10,0,0,1.99999,1.99999
165,0,756,3.14144,0,9e+10,0,0,2,2
166,0.861074,757,-0.000154039,0,9e+10,0,0,2,2
167,1.72215,758,-0.00251798,0,9e+10,0,0,1.99999,1.99999
168,2.58321,759,-0.0244133,0,9e+10,0,0,1.9931,1.99843
169,3.44324,760,-0.0737745,0,9e+10,0,0,1.99065,1.99904
170,4.30341,761,-0.151154,0,9e+10,0,0,1.98495,2.00222
171,5.16357,762,-0.240209,0,9e+10,0,0,1.98453,1.99301
172,6.02273,763,-0.315872,0,9e+10,0,0,1.99103,1.99639
173,6.88299,764,-0.405378,0,9e+10,0,0,1.99753,1.99836
174,7.744,765,-0.501544,0,9e+10,0,0,1.98491,1.99035
175,8.60351,766,-0.57651,0,9e+10,0,0,1.99141,1.99373
176,9.46352,767,-0.659596,0,9e+10,0,0,1.99788,1.99707
177,10.3245,768,-0.756046,0,9e+10,0,0,1.98648,1.98753
178,11.1845,769,-0.837863,0,9e+10,0,0,1.99157,1.9908
179,12.0444,770,-0.921515,0,9e+10,0,0,1.99834,1.99428
180,12.905,771,-1.01293,0,9e+10,0,0,1.98154,1.99478
181,13.765,772,-1.09533,0,9e+10,0,0,1.99214,1.98807
182,14.6249,773,-1.18663,0,9e+10,0,0,1.99893,1.99155
183,15.4852,774,-1.27451,0,9e+10,0,0,1.97728,2.00507
184,16.3446,775,-1.35284,0,9e+10,0,0,1.98579,1.99229
185,17.2045,776,-1.44587,0,9e+10,0,0,1.99977,1.99326
186,18.0646,777,-1.52003,0,9e+10,0,0,1.97824,2.01719
187,18.9249,778,-1.55521,0,9e+10,0,0,1.99996,1.99997
188,19.786,779,-1.56784,0,9e+10,0,0,1.99997,1.99998
189,20.647,780,-1.56784,0,9e+10,0,0,1.99998,1.99998
190,0,805,3.14144,0,9e+10,0,0,2,2
191,0.956522,806,-0.000152059,0,9e+10,0,0,2,2
192,1.91304,807,-0.000152059,0,9e+10,0,0,2,2
193,2.86957,808,-0.000152059,0,9e+10,0,0,2,2
194,3.82609,809,-0.000152059,0,9e+10,0,0,2,2
195,4.78261,810,-0.000152059,0,9e+10,0,0,2,2
196,5.73913,811,-0.000152059,0,9e+10,0,0,2,2
197,6.69565,812,-0.000152059,0,9e+10,0,0,2,2
198,7.65217,813,-0.000152059,0,9e+10,0,0,2,2
199,8.6087,814,-0.000152059,0,9e+10,0,0,2,2
200,9.56522,815,-0.000152059,0,9e+10,0,0,2,2
201,10.5217,816,-0.000152059,0,9e+10,0,0,2,2
202,11.4783,817,-0.000152059,0,9e+10,0,0,2,2
203,12.4348,818,-0.000152059,0,9e+10,0,0,2,2
204,13.3913,819,-0.000152059,0,9e+10,0,0,2,2
205,14.3478,820,-0.000152059,0,9e+10,0,0,2,2
206,15.3043,821,-0.000152059,0,9e+10,0,0,2,2
207,16.2609,822,-0.000152059,0,9e+10,0,0,2,2
208,17.2174,823,-0.000152059,0,9e+10,0,0,2,2
209,18.1739,824,-0.000152059,0,9e+10,0,0,2,2
210,19.1304,825,-0.000152059,0,9e+10,0,0,2,2
211,20.087,826,-0.000152059,0,9e+10,0,0,2,2
212,21.0435,827,-0.000152059,0,9e+10,0,0,2,2
213,0,854,1.57067,0,9e+10,0,0,2,2
214,0.867909,855,1.56893,0,9e+10,0,0,1.99999,1.99999
215,1.73581,856,1.54487,0,9e+10,0,0,1.99541,1.9977
216,2.60316,857,1.49758,0,9e+10,0,0,1.99341,1.99727
217,3.47013,858,1.43656,0,9e+10,0,0,1.99669,1.99939
218,4.33801,859,1.35706,0,9e+10,0,0,1.99191,1.99327
219,5.20538,860,1.28311,0,9e+10,0,0,1.99178,1.99539
220,6.07216,861,1.22213,0,9e+10,0,0,1.99506,1.99751
221,6.93951,862,1.14911,0,9e+10,0,0,1.99834,1.99964
222,7.80739,863,1.06961,0,9e+10,0,0,1.99015,1.99351
223,8.67447,864,1.00216,0,9e+10,0,0,1.99343,1.99564
224,9.54136,865,0.940839,0,9e+10,0,0,1.99661,1.99769
225,10.4092,866,0.861067,0,9e+10,0,0,1.99937,1.99196
226,11.2771,867,0.779559,0,9e+10,0,0,1.99056,1.99278
227,12.1438,868,0.715109,0,9e+10,0,0,1.99448,1.99509
228,13.011,869,0.64143,0,9e+10,0,0,1.99864,1.99758
229,13.8788,870,0.556075,0,9e+10,0,0,1.99056,1.99042
230,14.7461,871,0.480432,0,9e+10,0,0,1.99323,1.9929
231,15.6129,872,0.410906,0,9e+10,0,0,1.99739,1.99538
232,16.4804,873,0.332165,0,9e+10,0,0,1.9923,1.99968
233,17.3479,874,0.252144,0,9e+10,0,0,1.99197,1.9907
234,18.2149,875,0.173775,0,9e+10,0,0,1.99613,1.99319
235,19.0811,876,0.0835906,0,9e+10,0,0,1.99562,2.00167
236,19.9488,877,0.0313601,0,9e+10,0,0,1.99878,1.99885
237,20.8167,878,0.029654,0,9e+10,0,0,1.99897,1.999
238,0,903,-3.14099,0,9e+10,0,0,2,2
239,0.983043,904,0.000604002,0,9e+10,0,0,2,2
240,1.96609,905,0.000604002,0,9e+10,0,0,2,2
241,2.94913,906,0.000604002,0,9e+10,0,0,2,2
242,3.93217,907,0.000604002,0,9e+10,0,0,2,2
243,4.91522,908,0.000604002,0,9e+10,0,0,2,2
244,5.89826,909,0.000604002,0,9e+10,0,0,2,2
245,6.8813,910,0.000604002,0,9e+10,0,0,2,2
246,7.86435,911,0.000604002,0,9e+10,0,0,2,2
247,8.84739,912,0.000604002,0,9e+10,0,0,2,2
248,9.83043,913,0.000604002,0,9e+10,0,0,2,2
249,10.8135,914,0.000604002,0,9e+10,0,0,2,2
250,11.7965,915,0.000604002,0,9e+10,0,0,2,2
251,12.7796,916,0.000604002,0,9e+10,0,0,2,2
252,13.7626,917,0.000604002,0,9e+10,0,0,2,2
253,14.7457,918,0.000604002,0,9e+10,0,0,2,2
254,15.7287,919,0.000604002,0,9e+10,0,0,2,2
255,16.7117,920,0.000604002,0,9e+10,0,0,2,2
256,17.6948,921,0.000604002,0,9e+10,0,0,2,2
257,18.6778,922,0.000604002,0,9e+10,0,0,2,2
258,19.6609,923,0.000604002,0,9e+10,0,0,2,2
259,20.6439,924,0.000604002,0,9e+10,0,0,2,2
260,21.627,925,0.000604002,0,9e+10,0,0,2,2
261,0,953,0.00060413,0,9e+10,0,0,2,2
262,0.870591,954,0.000582695,0,9e+10,0,0,2,2
263,1.74118,955,-0.00204363,0,9e+10,0,0,1.99992,2
264,2.61174,956,-0.0119533,0,9e+10,0,0,1.99539,2.00226
265,3.4819,957,-0.055442,0,9e+10,0,0,1.98179,2.00172
266,4.35145,958,-0.12859,0,9e+10,0,0,1.98553,1.99517
267,5.22005,959,-0.205117,0,9e+10,0,0,1.99188,1.99834
268,6.09006,960,-0.297512,0,9e+10,0,0,1.9904,1.99635
269,6.96002,961,-0.389734,0,9e+10,0,0,1.98566,1.992
270,7.82884,962,-0.464175,0,9e+10,0,0,1.992,1.99517
271,8.69862,963,-0.552544,0,9e+10,0,0,1.99834,1.99834
272,9.56914,964,-0.649352,0,9e+10,0,0,1.98587,1.98883
273,10.4384,965,-0.727638,0,9e+10,0,0,1.99261,1.99248
274,11.3079,966,-0.809043,0,9e+10,0,0,1.99882,1.99644
275,12.1783,967,-0.895505,0,9e+10,0,0,1.98734,1.99484
276,13.0482,968,-0.970644,0,9e+10,0,0,1.99378,1.99198
277,13.9178,969,-1.04382,0,9e+10,0,0,1.99775,1.99431
278,14.7878,970,-1.12058,0,9e+10,0,0,1.99142,2.00584
279,15.6577,971,-1.19579,0,9e+10,0,0,1.98703,1.99511
280,16.5274,972,-1.26899,0,9e+10,0,0,1.99645,1.99198
281,17.3972,973,-1.3493,0,9e+10,0,0,1.99739,1.99734
282,18.2669,974,-1.42343,0,9e+10,0,0,1.9788,2.00659
283,19.1365,975,-1.4901,0,9e+10,0,0,1.99397,1.99648
284,20.0063,976,-1.54704,0,9e+10,0,0,1.99997,1.99998
285,20.8769,977,-1.56796,0,9e+10,0,0,1.99998,1.99998
286,21.7475,978,-1.56796,0,9e+10,0,0,1.99998,1.99999
287,0,1004,0.000603999,0,9e+10,0,0,2,2
288,0.979583,1005,0.000603999,0,9e+10,0,0,2,2
289,1.95917,1006,0.000603999,0,9e+10,0,0,2,2
290,2.93875,1007,0.000603999,0,9e+10,0,0,2,2
291,3.91833,1008,0.000603999,0,9e+10,0,0,2,2
292,4.89792,1009,0.000603999,0,9e+10,0,0,2,2
293,5.8775,1010,0.000603999,0,9e+10,0,0,2,2
294,6.85708,1011,0.000603999,0,9e+10,0,0,2,2
295,7.83667,1012,0.000603999,0,9e+10,0,0,2,2
296,8.81625,1013,0.000603999,0,9e+10,0,0,2,2
297,9.79583,1014,0.000603999,0,9e+10,0,0,2,2
298,10.7754,1015,0.000603999,0,9e+10,0,0,2,2
299,11.755,1016,0.000603999,0,9e+10,0,0,2,2
300,12.7346,1017,0.000603999,0,9e+10,0,0,2,2
301,13.7142,1018,0.000603999,0,9e+10,0,0,2,2
302,14.6937,1019,0.000603999,0,9e+10,0,0,2,2
303,15.6733,1020,0.000603999,0,9e+10,0,0,2,2
304,16.6529,1021,0.000603999,0,9e+10,0,0,2,2
305,17.6325,1022,0.000603999,0,9e+10,0,0,2,2
306,18.6121,1023,0.000603999,0,9e+10,0,0,2,2
